leg_id,origin_id,origin,destination_id,destination,connection,mode,mode_label,mixed_mode,inferred,distance_miles,quality,effective_speed_miles_per_day,travel_days,risk_premium,freight_gp_per_100_lb,freight_gp_per_2000_lb
LEG-000161,calimport,Calimport,memnon,Memnon,The Sword Coast Run,sea,sea lane,False,False,168.079416,1.2,86.4,1.945364,0.2835,0.323595,6.471898
LEG-000162,calimport,Calimport,myratma,Myratma,Memnon to Calimport,road,road,False,False,208.325753,0.85,20.4,10.212047,0.285,1.889637,37.792743
LEG-000163,calimport,Calimport,nimbral,Nimbral,Sea of Swords coasting run,sea,sea lane,False,False,428.376587,0.95,68.4,6.262816,0.189,0.965065,19.301296
LEG-000164,calimport,Calimport,port_nyanzaru,Port Nyanzaru,Sea of Swords coasting run,sea,sea lane,False,False,469.703108,0.95,68.4,6.867005,0.2565,1.118239,22.36479
LEG-000165,calimport,Calimport,tashluta,Tashluta,Sea of Swords coasting run,sea,sea lane,False,False,365.594926,0.95,68.4,5.344955,0.243,0.861034,17.220676
LEG-000166,calimport,Calimport,thindar,Thindar,Sea of Swords coasting run,sea,sea lane,False,False,549.020455,0.95,68.4,8.026615,0.243,1.29303,25.860597
LEG-000167,calimport,Calimport,urbreth,Urbreth,Sea of Swords coasting run,sea,sea lane,False,False,445.364401,0.95,68.4,6.511175,0.27,1.071687,21.433748
LEG-000168,candlekeep,Candlekeep,athkatla,Athkatla,Sea of Swords coasting run,sea,sea lane,False,False,168.496795,0.95,68.4,2.463403,0.0945,0.349427,6.988538
LEG-000169,candlekeep,Candlekeep,baldur_s_gate,Baldur's Gate,Sea of Swords coasting run,sea,sea lane,False,False,142.182418,0.95,68.4,2.07869,0.0945,0.294856,5.897128
LEG-000170,candlekeep,Candlekeep,beregost,Beregost,The Coast Way,road,road,False,False,41.776668,1.05,25.2,1.657804,0.135,0.270952,5.419031
LEG-000171,candlekeep,Candlekeep,caer_calidyrr,Caer Calidyrr,Sea of Swords coasting run,sea,sea lane,False,False,426.377356,0.95,68.4,6.233587,0.081,0.873311,17.466212
LEG-000172,candlekeep,Candlekeep,durlag_s_tower,Durlag's Tower,Coast Way: Beregost to Nashkel,road,road,False,False,189.367859,0.85,20.4,9.282738,0.15,1.537221,30.744429
LEG-000173,candlekeep,Candlekeep,mintarn,Mintarn,Sea of Swords coasting run,sea,sea lane,False,False,339.975176,0.95,68.4,4.970397,0.1485,0.739822,14.796435
LEG-000174,candlekeep,Candlekeep,nashkel,Nashkel,caravan track,track,wilderness track,False,True,135.632002,0.7,12.6,10.764445,0.21,2.039712,40.794231
LEG-000175,candlekeep,Candlekeep,orlumbor,Orlumbor,Sea of Swords coasting run,sea,sea lane,False,False,316.237284,0.95,68.4,4.623352,0.1215,0.671988,13.439752
LEG-000176,castle_perilous,Castle Perilous,palischuk,Palischuk,Castle Perilous to Darmshall,trail,trail,False,False,70.787011,0.7,13.3,5.322332,0.429,1.127152,22.543034
LEG-000177,castle_tethyr,Castle Tethyr,memnon,Memnon,Zazesspur through Castle Tethyr to Myratma,road,road,False,False,113.352032,0.85,20.4,5.556472,0.27,1.016168,20.323353
LEG-000178,castle_tethyr,Castle Tethyr,mosstone,Mosstone,Trade Way: Mosstone to Zazesspur,road,road,False,False,158.889356,0.85,20.4,7.788694,0.24,1.390749,27.814984
LEG-000179,castle_tethyr,Castle Tethyr,zazesspur,Zazesspur,Trade Way: Mosstone to Zazesspur,road,road,False,False,46.895842,0.85,20.4,2.298816,0.24,0.410477,8.209531
LEG-000180,cathyr,Cathyr,delzimmer,Delzimmer,Delzimmer to Cathyr road,road,road,False,False,385.464669,0.85,20.4,18.895327,0.09,2.965811,59.31621
LEG-000181,cathyr,Cathyr,maarlith,Maarlith,Cathyr to Maarlith trail,trail,trail,False,False,178.142144,0.7,13.3,13.394146,0.078,2.139843,42.796869
LEG-000182,cedarspoke,Cedarspoke,saerloon,Saerloon,local market trail,trail,trail,False,True,188.202072,0.65,12.35,15.239034,0.234,2.786896,55.737926
LEG-000183,channathgate,Channathgate,rethmar,Rethmar,Kormul through Rethmar and Channathgate to Eartheart,road,road,False,False,115.148522,0.85,20.4,5.644535,0.24,1.007888,20.157765
LEG-000184,channathgate,Channathgate,three_swords,Three Swords,Kormul through Rethmar and Channathgate to Eartheart,road,road,False,False,231.373341,0.85,20.4,11.34183,0.24,2.025197,40.503945
LEG-000185,chavyondat,Chavyondat,assur,Assur,Ormpе through Vaelan and Assur toward Shoun,trail,trail,False,False,277.2681,0.7,13.3,20.847226,0.156,3.57153,71.4306
LEG-000186,chavyondat,Chavyondat,thruldar,Thruldar,Ormpе through Vaelan and Assur toward Shoun,trail,trail,False,False,185.694253,0.7,13.3,13.961974,0.156,2.391954,47.839084
LEG-000187,chethel,Chethel,beluir,Beluir,Delzimmer to Beluir road,road,road,False,False,57.427868,0.85,20.4,2.815092,0.12,0.454018,9.080359
LEG-000188,chethel,Chethel,delzimmer,Delzimmer,Delzimmer to Beluir road,road,road,False,False,326.973868,0.85,20.4,16.028131,0.12,2.585017,51.700339
LEG-000189,chethel,Chethel,krenalir,Krenalir,Beluir through Chethel to Krenalir,road,road,False,False,155.191553,0.85,20.4,7.607429,0.12,1.226926,24.538523
LEG-000190,chethel,Chethel,shoun,Shoun,Beluir to Shoun road,road,road,False,False,217.156834,0.85,20.4,10.644943,0.12,1.716816,34.336328
LEG-000191,cimbar,Cimbar,airspur,Airspur,The Vilhon Passage,sea,sea lane,False,False,96.66235,1.05,75.6,1.278603,0.1755,0.194788,3.895769
LEG-000192,cimbar,Cimbar,bezantur,Bezantur,Sea of Fallen Stars coasting run,sea,sea lane,False,False,512.89769,0.95,68.4,7.498504,0.2025,1.168597,23.371938
LEG-000193,cimbar,Cimbar,luthcheq,Luthcheq,The Eastern Shaar Road,road,road,False,False,168.547475,1.0,24.0,7.022811,0.225,1.238824,24.776479
LEG-000194,cimbar,Cimbar,messemprar,Messemprar,The Vilhon Passage,sea,sea lane,False,False,387.351339,1.05,75.6,5.123695,0.2295,0.816426,16.328519
LEG-000195,cimbar,Cimbar,reth,Reth,Airspur through Cimbar and Soorenar to Mordulkin,road,road,False,False,160.530148,0.85,20.4,7.869125,0.195,1.354119,27.08238
LEG-000196,cimbar,Cimbar,soorenar,Soorenar,Airspur through Cimbar and Soorenar to Mordulkin,road,road,False,False,50.837405,0.85,20.4,2.49203,0.18,0.423446,8.468914
LEG-000197,cimbar,Cimbar,velprintalar,Velprintalar,Sea of Fallen Stars coasting run,sea,sea lane,False,False,278.625519,0.95,68.4,4.073473,0.1215,0.592065,11.841291
LEG-000198,citadel_adbar,Citadel Adbar,citadel_felbarr,Citadel Felbarr,The Silver Way,road,road,False,False,123.366932,0.95,22.8,5.41083,0.045,0.814222,16.284435
LEG-000199,citadel_adbar,Citadel Adbar,deadsnows,Deadsnows,caravan track,track,wilderness track,False,True,150.844887,0.7,12.6,11.971816,0.231,2.307862,46.157243
LEG-000200,citadel_adbar,Citadel Adbar,silverymoon,Silverymoon,caravan track,track,wilderness track,False,True,259.849379,0.7,12.6,20.622967,0.063,3.433019,68.660373
LEG-000201,citadel_adbar,Citadel Adbar,sundabar,Sundabar,caravan track,track,wilderness track,False,True,141.509328,0.7,12.6,11.230899,0.084,1.906495,38.129891
LEG-000202,citadel_felbarr,Citadel Felbarr,citadel_adbar,Citadel Adbar,The Silver Way,road,road,False,False,123.366932,0.95,22.8,5.41083,0.045,0.814222,16.284435
LEG-000203,citadel_felbarr,Citadel Felbarr,deadsnows,Deadsnows,Everlund through Silverymoon to Sundabar,road,road,False,False,142.972619,0.85,20.4,7.008462,0.18,1.190878,23.817556
LEG-000204,citadel_felbarr,Citadel Felbarr,silverymoon,Silverymoon,The Silver Way,road,road,False,False,173.408783,0.95,22.8,7.605648,0.06,1.160926,23.218523
LEG-000205,citadel_felbarr,Citadel Felbarr,sundabar,Sundabar,Everlund through Silverymoon to Sundabar,road,road,False,False,105.992368,0.85,20.4,5.195704,0.075,0.804295,16.085901
LEG-000206,citadel_of_the_raven,Citadel of the Raven,teshwave,Teshwave,Voonlar to Teshwave,road,road,False,False,52.936566,0.85,20.4,2.59493,0.36,0.508191,10.163821
LEG-000207,citadel_of_the_raven,Citadel of the Raven,voonlar,Voonlar,Voonlar to Teshwave,road,road,False,False,111.702968,0.85,20.4,5.475636,0.285,1.013212,20.264233
LEG-000208,citadel_of_the_raven,Citadel of the Raven,whitehorn,Whitehorn,Whitehorn to Ride trail,trail,trail,False,False,102.865588,0.7,13.3,7.734255,0.468,1.682646,33.652918
LEG-000209,citadel_rashemen,Citadel Rashemen,delhumide,Delhumide,local market trail,trail,trail,False,True,232.782839,0.65,12.35,18.848813,0.312,3.664933,73.29866
LEG-000210,city_of_the_dead,City of the Dead,mishtan,Mishtan,local market trail,trail,trail,False,True,35.746328,0.65,12.35,2.89444,0.156,0.495873,9.917461
LEG-000211,clymph_tower,Clymph Tower,bezentil,Bezentil,Uthmere through the Great Dale to Kront,road,road,False,False,71.375004,0.85,20.4,3.498775,0.24,0.624741,12.494824
LEG-000212,clymph_tower,Clymph Tower,the_mucklestones,The Mucklestones,Uthmere through the Great Dale to Kront,road,road,False,False,90.644701,0.85,20.4,4.443368,0.24,0.793408,15.868155
LEG-000213,corm_orp,Corm Orp,darkhold,Darkhold,Hill's Edge to Corm Orp trail,trail,trail,False,False,25.963243,0.7,13.3,1.952124,0.39,0.402134,8.042671
LEG-000214,corm_orp,Corm Orp,hill_s_edge,Hill's Edge,Scornubel through Asbravn toward Iriaebor,trail,trail,False,False,70.093104,0.7,13.3,5.270158,0.39,1.085642,21.712841
LEG-000215,corm_orp,Corm Orp,hluthvar,Hluthvar,Hill's Edge to Corm Orp trail,trail,trail,False,False,39.973275,0.7,13.3,3.005509,0.39,0.619129,12.382579
LEG-000216,crimmor,Crimmor,athkatla,Athkatla,The Amnian Coast Road,road,road,False,False,75.60159,1.1,26.4,2.863697,0.165,0.480414,9.608275
LEG-000217,crimmor,Crimmor,esmeltaran,Esmeltaran,caravan track,track,wilderness track,False,True,171.14935,0.85,15.3,11.186232,0.21,2.119634,42.392687
LEG-000218,crimmor,Crimmor,murann,Murann,caravan track,track,wilderness track,False,True,167.063341,0.85,15.3,10.919173,0.315,2.248574,44.971486
LEG-000219,crimmor,Crimmor,nashkel,Nashkel,caravan track,track,wilderness track,False,True,100.169956,0.85,15.3,6.547056,0.294,1.326698,26.533961
LEG-000220,crimmor,Crimmor,purskul,Purskul,The Amnian Coast Road,road,road,False,False,21.559453,1.1,26.4,0.816646,0.165,0.137001,2.74001
LEG-000221,crimmor,Crimmor,the_twin_towers,The Twin Towers,Nashkel through Cloud Peaks to Crimmor,road,road,False,False,30.549959,0.85,20.4,1.497547,0.15,0.247994,4.959876
LEG-000222,daerlun,Daerlun,reddansyr,Reddansyr,Proskur via Elversult and Teziir to Westgate,road,road,False,False,157.802881,0.85,20.4,7.735435,0.24,1.381239,27.624787
LEG-000223,daerlun,Daerlun,urmlaspyr,Urmlaspyr,Proskur via Elversult and Teziir to Westgate,road,road,False,False,33.870489,0.85,20.4,1.660318,0.18,0.282121,5.642425
LEG-000224,daerlun,Daerlun,westgate,Westgate,Daerlun to Selgaunt via Saerloon junction,road,road,False,False,64.518214,0.85,20.4,3.162658,0.285,0.585218,11.704363
LEG-000225,daerlun,Daerlun,wheloon,Wheloon,Archenbridge to Daerlun,road,road,False,False,58.791156,0.85,20.4,2.881919,0.21,0.502146,10.042913
LEG-000226,dagger_falls,Dagger Falls,mines_of_tethyamar,Mines of Tethyamar,Black Road across Anauroch to Dagger Falls,trail,trail,False,False,60.82146,0.7,13.3,4.573042,0.273,0.862744,17.254874
LEG-000227,daggerford,Daggerford,amphail,Amphail,caravan track,track,wilderness track,False,True,162.419334,0.7,12.6,12.890423,0.252,2.527338,50.546753
LEG-000228,daggerford,Daggerford,baldur_s_gate,Baldur's Gate,The Trade Way,road,road,False,False,515.981982,1.3,31.2,16.537884,0.195,2.845839,56.916782
LEG-000229,daggerford,Daggerford,dragonspear_castle,Dragonspear Castle,Trade Way: Daggerford junction to Baldur's Gate,road,road,False,False,209.119768,0.85,20.4,10.250969,0.285,1.896839,37.936786
LEG-000230,daggerford,Daggerford,goldenfields,Goldenfields,caravan track,track,wilderness track,False,True,135.98533,0.7,12.6,10.792487,0.231,2.080517,41.610345
LEG-000231,daggerford,Daggerford,secomber,Secomber,The Delimbiyr,river+portage,river and portage,True,False,161.176084,1.1,15.488,10.406514,0.4428,2.058022,41.160439
LEG-000232,daggerford,Daggerford,waterdeep,Waterdeep,The Trade Way,road,road,False,False,128.404415,1.3,31.2,4.115526,0.15,0.681531,13.630623
LEG-000233,dalelost,Dalelost,ankhapur,Ankhapur,Ankhapur to Yhep trail,trail,trail,False,False,177.082409,0.7,13.3,13.314467,0.312,2.588844,51.776873
LEG-000234,dalelost,Dalelost,kagarr,Kagarr,Kagarr to Yhep trail,trail,trail,False,False,216.451614,0.7,13.3,16.274557,0.234,2.976272,59.525431
LEG-000235,dalelost,Dalelost,yhep,Yhep,Ankhapur to Yhep trail,trail,trail,False,False,54.511742,0.7,13.3,4.098627,0.273,0.773241,15.464825
LEG-000236,darkhold,Darkhold,corm_orp,Corm Orp,Hill's Edge to Corm Orp trail,trail,trail,False,False,25.963243,0.7,13.3,1.952124,0.39,0.402134,8.042671
LEG-000237,darkhold,Darkhold,hluthvar,Hluthvar,Sunset foothills via Farsea Marshes toward Tilverton,trail,trail,False,False,68.629973,0.7,13.3,5.160148,0.39,1.06298,21.259605
LEG-000238,darkhold,Darkhold,well_of_dragons,Well of Dragons,Sunset foothills via Farsea Marshes toward Tilverton,trail,trail,False,False,148.688458,0.7,13.3,11.179583,0.2145,2.012201,40.244018
LEG-000239,darmshall,Darmshall,bloodstone_village,Bloodstone Village,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,59.194932,0.7,13.3,4.450747,0.429,0.942569,18.851387
LEG-000240,darmshall,Darmshall,talagbar,Talagbar,Darmshall through Bloodstone Pass to Valls,trail,trail,False,False,67.543727,0.7,13.3,5.078476,0.429,1.075508,21.510168
LEG-000241,darromar,Darromar,myratma,Myratma,caravan track,track,wilderness track,False,True,235.370771,0.85,15.3,15.383711,0.252,3.01618,60.32359
LEG-000242,darromar,Darromar,saradush,Saradush,The Tethyrian Roads,road,road,False,False,208.951925,1.05,25.2,8.291743,0.18,1.408933,28.17866
LEG-000243,darromar,Darromar,zazesspur,Zazesspur,The Tethyrian Roads,road,road,False,False,271.312019,1.05,25.2,10.76635,0.18,1.829418,36.588364
LEG-000244,deadsnows,Deadsnows,citadel_adbar,Citadel Adbar,caravan track,track,wilderness track,False,True,150.844887,0.7,12.6,11.971816,0.231,2.307862,46.157243
LEG-000245,deadsnows,Deadsnows,citadel_felbarr,Citadel Felbarr,Everlund through Silverymoon to Sundabar,road,road,False,False,142.972619,0.85,20.4,7.008462,0.18,1.190878,23.817556
LEG-000246,deadsnows,Deadsnows,everlund,Everlund,caravan track,track,wilderness track,False,True,149.929217,0.85,15.3,9.799295,0.273,1.953507,39.070143
LEG-000247,deadsnows,Deadsnows,silverymoon,Silverymoon,Everlund through Silverymoon to Sundabar,road,road,False,False,150.724037,0.85,20.4,7.388433,0.18,1.255443,25.108851
LEG-000248,deadsnows,Deadsnows,sundabar,Sundabar,caravan track,track,wilderness track,False,True,91.762138,0.7,12.6,7.282709,0.273,1.451821,29.036424
LEG-000249,delhalls,Delhalls,glister,Glister,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,103.025452,0.7,13.3,7.746275,0.312,1.506173,30.123465
LEG-000250,delhalls,Delhalls,talagbar,Talagbar,Ilinvur through Vaasa to Darmshall,trail,trail,False,False,217.9178,0.7,13.3,16.384797,0.3705,3.327885,66.5577
LEG-000251,delhumide,Delhumide,almorel,Almorel,local market trail,trail,trail,False,True,265.438675,0.65,12.35,21.49301,0.312,4.179066,83.58133
LEG-000252,delhumide,Delhumide,citadel_rashemen,Citadel Rashemen,local market trail,trail,trail,False,True,232.782839,0.65,12.35,18.848813,0.312,3.664933,73.29866
LEG-000253,delhumide,Delhumide,eltabbar,Eltabbar,local market trail,trail,trail,False,True,92.419749,0.65,12.35,7.48338,0.312,1.455057,29.101131
LEG-000254,delselar,Delselar,halagard,Halagard,Halruaa-Chult Coastal Run,sea,sea lane,False,False,770.705164,1.05,75.6,10.194513,0.1215,1.481736,29.634715
LEG-000255,delselar,Delselar,tashluta,Tashluta,Sea of Swords coasting run,sea,sea lane,False,False,248.19162,0.95,68.4,3.628532,0.189,0.559137,11.182731
LEG-000256,delselar,Delselar,thindar,Thindar,Halruaa-Chult Coastal Run,sea,sea lane,False,False,138.180498,1.05,75.6,1.827784,0.189,0.281651,5.633027
LEG-000257,delselar,Delselar,urbreth,Urbreth,Sea of Swords coasting run,sea,sea lane,False,False,536.142761,0.95,68.4,7.838344,0.216,1.235273,24.705458
LEG-000258,delthuntle,Delthuntle,relkath_s_foot,Relkath's Foot,local market trail,trail,trail,False,True,111.895129,0.65,12.35,9.060334,0.117,1.499842,29.996846
LEG-000259,delthuntle,Delthuntle,spandeliyon,Spandeliyon,local market trail,trail,trail,False,True,117.913952,0.65,12.35,9.547688,0.117,1.580519,31.610372
LEG-000260,delzimmer,Delzimmer,cathyr,Cathyr,Delzimmer to Cathyr road,road,road,False,False,385.464669,0.85,20.4,18.895327,0.09,2.965811,59.31621
LEG-000261,delzimmer,Delzimmer,chethel,Chethel,Delzimmer to Beluir road,road,road,False,False,326.973868,0.85,20.4,16.028131,0.12,2.585017,51.700339
LEG-000262,delzimmer,Delzimmer,eartheart,Eartheart,Shaarmid through Kholtar and Eartheart to Delzimmer,road,road,False,False,178.156707,0.85,20.4,8.733172,0.18,1.483941,29.678811
LEG-000263,delzimmer,Delzimmer,hardcastle,Hardcastle,Torsh via Hardcastle to Delzimmer approach,trail,trail,False,False,440.587642,0.7,13.3,33.12689,0.2535,6.153939,123.078787
LEG-000264,derlusk,Derlusk,innarlith,Innarlith,local market trail,trail,trail,False,True,211.844188,0.65,12.35,17.153376,0.312,3.335275,66.705498
LEG-000265,dilpur,Dilpur,hlammach,Hlammach,Sarshel to Hlammach and Lyrabar,road,road,False,False,82.553532,0.85,20.4,4.046742,0.165,0.678881,13.577628
LEG-000266,dilpur,Dilpur,laviguer,Laviguer,Laviguer to Ilmwatch road junction,road,road,False,False,224.796151,0.85,20.4,11.019419,0.165,1.848618,36.972355
LEG-000267,dilpur,Dilpur,sarshel,Sarshel,Ilmwatch south to Sarshel junction,road,road,False,False,33.828095,0.85,20.4,1.65824,0.24,0.296095,5.921906
LEG-000268,dilpur,Dilpur,uthmere,Uthmere,Ilmwatch south to Sarshel junction,road,road,False,False,237.168227,0.85,20.4,11.625893,0.24,2.07592,41.518391
LEG-000269,dragon_falls,Dragon Falls,ironfang_deep,Ironfang Deep,Mulmaster through the Vast toward Procampur,road,road,False,False,248.604088,0.85,20.4,12.186475,0.24,2.176017,43.520339
LEG-000270,dragon_falls,Dragon Falls,ravens_bluff,Ravens Bluff,Mulmaster through the Vast toward Procampur,road,road,False,False,58.984962,0.85,20.4,2.89142,0.15,0.478819,9.576382
LEG-000271,dragon_falls,Dragon Falls,tantras,Tantras,Calaunt to Ravens Bluff,trail,trail,False,False,89.757999,0.7,13.3,6.748722,0.1755,1.175689,23.513775
LEG-000272,dragon_falls,Dragon Falls,ylraphon,Ylraphon,Calaunt to Tantras and Ravens Bluff trail branches,trail,trail,False,False,141.086018,0.7,13.3,10.607971,0.1755,1.848005,36.960103
LEG-000273,dragonspear_castle,Dragonspear Castle,boareskyr_bridge,Boareskyr Bridge,Trade Way: Daggerford junction to Baldur's Gate,road,road,False,False,200.259664,0.85,20.4,9.81665,0.36,1.922493,38.449856
LEG-000274,dragonspear_castle,Dragonspear Castle,daggerford,Daggerford,Trade Way: Daggerford junction to Baldur's Gate,road,road,False,False,209.119768,0.85,20.4,10.250969,0.285,1.896839,37.936786
LEG-000275,durlag_s_tower,Durlag's Tower,candlekeep,Candlekeep,Coast Way: Beregost to Nashkel,road,road,False,False,189.367859,0.85,20.4,9.282738,0.15,1.537221,30.744429
LEG-000276,durlag_s_tower,Durlag's Tower,greenest,Greenest,Uldoon Trail from Nashkel toward Greenest and Berdusk,trail,trail,False,False,189.383508,0.7,13.3,14.239362,0.234,2.604077,52.081547
LEG-000277,durlag_s_tower,Durlag's Tower,nashkel,Nashkel,Coast Way: Beregost to Nashkel,road,road,False,False,78.136282,0.85,20.4,3.83021,0.27,0.700469,14.009376
LEG-000278,eartheart,Eartheart,delzimmer,Delzimmer,Shaarmid through Kholtar and Eartheart to Delzimmer,road,road,False,False,178.156707,0.85,20.4,8.733172,0.18,1.483941,29.678811
LEG-000279,eartheart,Eartheart,kholtar,Kholtar,Shaarmid through Kholtar and Eartheart to Delzimmer,road,road,False,False,91.383197,0.85,20.4,4.479568,0.24,0.799872,15.997435
LEG-000280,eartheart,Eartheart,three_swords,Three Swords,Kormul through Rethmar and Channathgate to Eartheart,road,road,False,False,183.659352,0.85,20.4,9.002909,0.24,1.60756,32.15119
LEG-000281,easthaven,Easthaven,bryn_shander,Bryn Shander,caravan track,track,wilderness track,False,True,32.415428,0.7,12.6,2.572653,0.378,0.555165,11.103303
LEG-000282,easthaven,Easthaven,good_mead,Good Mead,The Ten Towns Track,trail,trail,False,False,17.426991,0.7,13.3,1.3103,0.4095,0.273706,5.474116
LEG-000283,easthaven,Easthaven,lonelywood,Lonelywood,caravan track,track,wilderness track,False,True,53.525041,0.85,15.3,3.498369,0.441,0.789444,15.78888
LEG-000284,easthaven,Easthaven,targos,Targos,caravan track,track,wilderness track,False,True,52.416982,0.7,12.6,4.160078,0.42,0.925085,18.501697
